[03-Aug-2012 14:18:16] PHP Fatal error:  Class 'Home' not found in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/framework/icf/main/ICF_Application.php on line 35
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:19] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:20] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:21] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
[05-Aug-2012 09:02:22] PHP Notice:  Undefined index: username in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 30
[05-Aug-2012 09:02:22] PHP Notice:  Undefined index: password in /Applications/XAMPP/xamppfiles/htdocs/spkmanager/controller/Authentication.php on line 31
